ID,zcr,ste_max,ste_min,ste_avg,log_attack_time,p_f,spectral_entropy,spectral_flux,category
100852-0-0-0,0.0987368193554992,26.9399609725069,0.000638583340236525,8.4165374752374,0.16993554603535,107.692307692308,6.05186561613924,0.0043212444292296,air_conditioner
100852-0-0-1,0.0970277433371629,33.1564612280549,10.4691345459778,18.0193558234394,0.237014544607988,107.692307692308,6.03091660133474,0.00325520573649858,air_conditioner
100852-0-0-10,0.0985206965977728,42.8683686686152,9.0770184461607,19.8560662191267,0.32741685962575,91.5384615384615,5.98858099022261,0.00326627339550147,air_conditioner
100852-0-0-11,0.0988477244548588,19.5082568999124,4.23369468312963,8.30876654129815,0.195667504988919,91.5384615384615,5.98268260497874,0.00316786064773872,air_conditioner
100852-0-0-12,0.0991065030200312,25.0629947159924,3.38104033678912,7.24806645518718,0.238865044056252,107.692307692308,6.04380429573767,0.00322137858162039,air_conditioner
100852-0-0-13,0.100548269311706,45.3522213309005,14.6228303235295,24.9664645827946,0.209879600260738,107.692307692308,6.07314220272141,0.00330194397999535,air_conditioner
100852-0-0-14,0.101537884044453,47.5721364685923,15.1296993099976,25.1903120009156,0.354887731849251,113.076923076923,6.10065086519462,0.00317755943554002,air_conditioner
100852-0-0-15,0.0998515577900879,44.4392741935465,15.2771005761577,24.5562527677766,0.182309819317411,113.076923076923,6.03587740772062,0.00320836812930903,air_conditioner
100852-0-0-17,0.0983927291754348,43.3658602800435,13.3216574145888,22.4385382839085,0.353812028095572,107.692307692308,6.02544400071815,0.0031743971659162,air_conditioner
100852-0-0-18,0.09908375325606,45.8227972045996,10.9254784370596,22.2455913366615,0.179433234876541,113.076923076923,6.04293586575205,0.00319202052096745,air_conditioner
100852-0-0-19,0.0987510379579812,34.879166001235,13.3723572313921,22.266799945373,0.336387116183734,113.076923076923,6.04896367429508,0.00313223575224692,air_conditioner
100852-0-0-2,0.0971528670390045,39.6763413196522,13.7114728341065,22.9158668003356,0.257738420149993,107.692307692308,6.02341506480466,0.00318715243644342,air_conditioner
100852-0-0-21,0.0973633023557381,43.1751702885751,13.4259051641208,22.0007931550028,0.288156922950682,107.692307692308,5.94573274874433,0.00323189948504862,air_conditioner
100852-0-0-22,0.0956400077349197,40.6125738631465,11.9188709433154,21.6868536052808,0.323034501936302,107.692307692308,5.91934362296371,0.00320933516785764,air_conditioner
100852-0-0-23,0.0975282381445292,33.1942426199116,10.7052639953688,16.8905006550701,0.261416631433389,107.692307692308,5.99938088500237,0.00316965629816603,air_conditioner
100852-0-0-24,0.098472353349334,42.1694303045366,9.8451657843836,17.4470706253921,0.339350020395234,107.692307692308,6.00580470601609,0.003161862655255,air_conditioner
100852-0-0-25,0.0979946083059388,51.9428400533817,11.003765856962,20.203814520817,0.302504681229987,107.692307692308,5.95958288717028,0.0031064475610039,air_conditioner
100852-0-0-26,0.0973604586352417,44.1992095289949,16.7964360021479,27.6393109521213,0.232967314269564,107.692307692308,5.96299707998844,0.00307089941378306,air_conditioner
100852-0-0-29,0.0970874614675873,56.4304457865834,13.6870624284083,23.1069724172988,0.255053606670293,107.692307692308,5.93201877232182,0.00304553034120312,air_conditioner
100852-0-0-3,0.0964078122689477,46.4202238430213,15.5774554536722,24.4478725330391,0.261777894237993,107.692307692308,5.98568981658041,0.00330239760802228,air_conditioner
100852-0-0-30,0.0978154539146656,44.942619963597,9.88371937170101,18.984884718852,0.300788653906226,107.692307692308,5.83942319715916,0.0032379672972899,air_conditioner
100852-0-0-4,0.0967490587285157,62.6288891821883,17.0958536364185,28.1867042918462,0.236483562863988,107.692307692308,5.98963720118236,0.00340502880497685,air_conditioner
100852-0-0-5,0.0982988863990536,47.4478306729664,12.7826247567608,23.5946036202005,0.225731131668602,107.692307692308,6.01589207710845,0.00334847471788982,air_conditioner
100852-0-0-6,0.0992145643988943,42.4350103557559,13.332587823604,22.1489635380294,0.355200796436621,107.692307692308,6.06045670069305,0.00328047621195723,air_conditioner
100852-0-0-7,0.102442187162308,49.7552649146669,4.02097610934148,8.08042700473664,0.313484607317158,107.692307692308,6.09053414251855,0.0031718645960622,air_conditioner
100852-0-0-8,0.10192747375246,57.3054218036819,4.1596424809122,8.06790225890795,0.337981906646763,113.076923076923,6.0647957511593,0.0033456211332466,air_conditioner
100852-0-0-9,0.0990098165231536,47.9397991965846,12.1139883116588,21.1169378592362,0.2534303200213,113.076923076923,6.04538228093496,0.00328881671572888,air_conditioner
101729-0-0-1,0.233555570650044,124.484397494972,0.145721204123909,10.0892687624551,0.274278149112626,5233.69963369963,6.05346903040525,0.00484220224192813,air_conditioner
101729-0-0-11,0.18909069059027,123.428845185362,0.0577340793211288,10.5462022509493,0.312468270149218,5239.56043956044,5.01535292907034,0.00643791102447063,air_conditioner
101729-0-0-12,0.216456708135871,119.698812794342,0.0577701731056585,9.98495755637398,0.376671986592766,5239.56043956044,5.59124356638509,0.00554214857919398,air_conditioner
101729-0-0-14,0.204480973106846,98.4657758545966,0.0673390538453461,6.48713013484782,0.274278149112626,5239.56043956044,5.57047310978783,0.00519310273775033,air_conditioner
101729-0-0-17,0.158767314394395,107.805356166268,0.0402059794344955,6.91854500610763,0.219786390428566,5245.42124542124,4.68380677657082,0.00583929804269852,air_conditioner
101729-0-0-18,0.16274877604017,118.343812587191,0.0389714755001732,7.67461319465985,0.298893994188287,5245.42124542124,4.67730244454597,0.00637715893817197,air_conditioner
101729-0-0-19,0.162388249985631,102.938437764484,0.0421132678763693,7.57774271838862,0.24664217295512,5239.56043956044,4.56927238061568,0.00659400212317332,air_conditioner
101729-0-0-21,0.158080224884658,119.48530839117,0.0377408053430178,6.50872923607059,0.279243810279639,5245.42124542124,4.55771727347717,0.00609888010273588,air_conditioner
101729-0-0-22,0.160865158030587,118.298258997313,0.0362691408292049,7.28254746407941,0.237297576564062,5245.42124542124,4.63374102141166,0.00671537685392941,air_conditioner
101729-0-0-24,0.16752966502427,113.698591207138,0.0355995509790382,9.13689820526727,0.303776349373948,5239.56043956044,4.52461290735543,0.00701922426995199,air_conditioner
101729-0-0-26,0.168770606154023,117.919468710179,0.0411876315502712,8.24714594391362,0.303038480050699,5239.56043956044,4.66939197491751,0.00711252301684767,air_conditioner
101729-0-0-28,0.168261167163914,121.561088733435,0.0466006636885795,7.68942188547465,0.271187931300269,5245.42124542124,4.77736502052008,0.00605459206228769,air_conditioner
101729-0-0-29,0.17516079984534,95.7606323482408,0.0398883868907579,6.96864285139034,0.250689319623614,5245.42124542124,4.83586353132185,0.00628264154930192,air_conditioner
101729-0-0-3,0.221538035498754,125.17094826879,0.143629901790342,10.8366571604483,0.271909338807367,5210.25641025641,5.69256912917236,0.00591261994344397,air_conditioner
101729-0-0-32,0.186313594967265,116.603130797464,0.0594496331906581,7.93776844124354,0.35109945377495,5233.69963369963,4.99066688692242,0.00564144484433947,air_conditioner
101729-0-0-33,0.187711286555513,126.69455463774,0.0418422348866505,8.12179547475802,0.282961803534335,5239.56043956044,4.98584435989433,0.00603964076077289,air_conditioner
101729-0-0-36,0.175795639202245,108.6708064114,0.047173549968259,7.14313423282058,0.275056885580418,5239.56043956044,4.96160678119879,0.00555813718403482,air_conditioner
101729-0-0-37,0.174016521498325,121.355492803679,0.057736548401932,6.31579948568157,0.209693699787654,5233.69963369963,5.03197969377519,0.00522104115349367,air_conditioner
101729-0-0-38,0.181600631181846,122.239619704106,0.0590014969787674,7.46702871866015,0.168601821483164,5233.69963369963,5.10464472311605,0.00543493282585296,air_conditioner
101729-0-0-39,0.192254437344229,116.613261623596,0.0602075981370883,8.29012287571036,0.250313245460664,5239.56043956044,5.26430870019145,0.00522760122400971,air_conditioner
101729-0-0-4,0.224328193659966,116.338686044449,0.0951864770394734,8.67230031352298,0.344408649488054,5239.56043956044,5.96826782059868,0.00586774817326651,air_conditioner
101729-0-0-6,0.197411527428718,111.208742997771,0.0623652769753709,8.308445857054,0.203055562617478,5216.11721611722,5.33374717198305,0.00575971611020535,air_conditioner
101729-0-0-9,0.183923150475215,123.007146602818,0.0511688859014109,8.86061573797318,0.269026230638001,5239.56043956044,4.98776505315132,0.00652574862851553,air_conditioner
119067-0-0-1,0.0244426214946679,78.3361664873003,17.6044892517282,40.0998424399427,0.319414052672517,117.216117216117,3.70240980585603,0.00730782567499089,air_conditioner
119067-0-0-2,0.0247482848887333,65.3418535668521,12.5779550456436,34.8284459515009,0.243596068655582,117.216117216117,3.71860847380408,0.00684351244566793,air_conditioner
121285-0-0-0,0.0379727985704358,60.0223644681097,8.35209882126357,28.145560864583,0.20967695116866,1107.69230769231,3.98625764091953,0.0068525279918818,air_conditioner
121285-0-0-1,0.0381373865518556,58.4912105672461,10.0641845665867,29.2804613068906,0.33895010674421,1113.55311355311,3.95811132111397,0.00659556362770828,air_conditioner
121285-0-0-2,0.0379179359099625,67.2084438127274,9.63489512001102,29.1589900885534,0.270780702929342,1113.55311355311,3.99505686022588,0.00641511269439576,air_conditioner
121285-0-0-3,0.03773244786741,73.5866388581377,8.69495677364237,29.1992377785677,0.360052733273313,1113.55311355311,3.99286486469169,0.00653373454895392,air_conditioner
121285-0-0-4,0.0384012498236557,62.8412424370829,9.50337508044881,30.9448814596216,0.248948515239319,1107.69230769231,3.95020112463325,0.00685719426948219,air_conditioner
121285-0-0-5,0.0384299874077132,64.6011839182716,9.55144907976601,29.5984719008639,0.21700112650781,1107.69230769231,4.01064686307316,0.00658048078162617,air_conditioner
121285-0-0-6,0.0393861652045332,70.5026520113515,9.44167113572212,33.1881418644165,0.317649897290625,1113.55311355311,3.92188792225643,0.00642231120053052,air_conditioner
121285-0-0-7,0.0403893681389018,66.5091167470651,14.9235498162542,37.0797406107288,0.352688899675074,1113.55311355311,3.80185052701149,0.00640096212032218,air_conditioner
121285-0-0-8,0.0385501627592261,87.0922434998814,10.9823382277287,35.5414070227717,0.30574535234453,1113.55311355311,4.01114127488957,0.00672716919836779,air_conditioner
121285-0-0-9,0.0374842596414594,78.2442766259901,11.5573650211286,33.314560998747,0.301843535362201,1107.69230769231,4.13485655055913,0.00638316696847726,air_conditioner
121286-0-0-10,0.0370192332812573,58.5997322880075,9.69203358250269,27.2320743407968,0.26242142379361,1107.69230769231,4.13941786689734,0.00634696278928302,air_conditioner
121286-0-0-12,0.036454931630675,61.0572762611267,10.0769054477844,27.5867933522477,0.208917001288835,1107.69230769231,4.10751474363393,0.00591343321954329,air_conditioner
121286-0-0-13,0.0362276434658571,61.9282033027639,9.23029401396303,29.1525682112388,0.239586202379568,550.915750915751,4.07038483765304,0.00591217638243245,air_conditioner
121286-0-0-14,0.0370740959417306,81.0468988070275,9.75466005647668,34.7183353039374,0.178359340423295,550.915750915751,4.11241957745839,0.00570698120306581,air_conditioner
121286-0-0-15,0.0375208347484416,69.3859829723564,13.8102504469143,32.6698065131833,0.199292258948601,1107.69230769231,4.12784331937891,0.00622569284540699,air_conditioner
121286-0-0-2,0.0366038445662454,71.0925834482994,10.9956371207085,29.6695396708244,0.325036498467299,1107.69230769231,4.09749556921008,0.00638917672574845,air_conditioner
121286-0-0-3,0.0361309806831185,74.7320822578456,11.3024140712434,29.9855332033627,0.154715535264093,1107.69230769231,4.13308647426799,0.00599477281662522,air_conditioner
121286-0-0-4,0.0369121204679524,76.8721460808024,12.9745785592057,32.4617512548059,0.332737145052313,1107.69230769231,4.13117395292396,0.00600589536345336,air_conditioner
121286-0-0-5,0.0362563810499146,70.97183657849,14.1067368935749,34.0633753791613,0.294172187909397,550.915750915751,4.09110493166734,0.00584537760396113,air_conditioner
121286-0-0-6,0.035901080010659,59.3530393251121,9.62822209801127,28.8663010948935,0.308506610490057,550.915750915751,4.0585590031685,0.00610584811771407,air_conditioner
121286-0-0-7,0.0357782921515045,65.0494040384644,8.09668646419013,28.1353221170548,0.329719836306518,550.915750915751,4.06546542005178,0.00589617233582322,air_conditioner
121286-0-0-8,0.0361962933741581,60.6250497408016,9.27202595479789,27.4151266051466,0.313014308870526,550.915750915751,4.09149483642577,0.00579219637856518,air_conditioner
121286-0-0-9,0.0371106710487128,60.4285428512837,9.9497513133793,26.8953070441486,0.309922791816066,1107.69230769231,4.12211148003301,0.00643130924379091,air_conditioner
13230-0-0-10,0.0511556880097369,56.5765285021573,13.063973017341,28.6308041915973,0.247527933144731,231.538461538462,4.84015358016935,0.00436572174077784,air_conditioner
13230-0-0-11,0.0507035364508093,63.1414918239589,13.0541537780784,30.6709591378101,0.314249496636076,53.8461538461539,4.82326365097192,0.00417268812977806,air_conditioner
13230-0-0-12,0.0516021521276717,61.6858523287012,12.1708027620803,30.9852153446015,0.288207641104858,53.8461538461539,4.89163375209667,0.00428046161387532,air_conditioner
13230-0-0-13,0.0538202541148636,64.286916435902,11.5969366055479,26.1953295400784,0.394729558167517,1706.92307692308,4.91396847730206,0.00420977110727389,air_conditioner
13230-0-0-14,0.0528619203075768,70.3488597569414,12.1868991884585,29.3854510490075,0.303230352400718,231.538461538462,4.7610443417816,0.00442963176649108,air_conditioner
13230-0-0-16,0.053595600195648,55.1235513454071,10.7133890763888,25.7435354765779,0.321134667242944,1706.92307692308,4.75862602185299,0.0043340891012756,air_conditioner
13230-0-0-17,0.0535557881086984,55.1386337100495,11.3005306075189,25.5691197572042,0.271604559163165,1706.92307692308,4.8183477489661,0.00441849921362328,air_conditioner
13230-0-0-18,0.0551994585556175,50.3355406971505,8.72168456044885,24.3861380705371,0.271188096119442,1706.92307692308,4.95744076206858,0.00407754930860617,air_conditioner
13230-0-0-19,0.0551909273941283,57.6188389653425,9.89537154484535,26.7786705280251,0.212320501150229,1712.30769230769,4.96073367436126,0.00411448497768291,air_conditioner
13230-0-0-23,0.0705413306336947,33.6792971530704,15.0808124892435,22.8291605517862,0.274377800892541,1712.30769230769,5.06135569646388,0.00336107499740433,air_conditioner
13230-0-0-25,0.0689659094786891,55.5353210499901,9.29050126759681,17.3514482700972,0.312895681415357,1712.30769230769,5.05341317651642,0.00332469098181208,air_conditioner
13230-0-0-26,0.0571985940645866,58.3814536611509,8.14977873523909,22.9030786339781,0.225121661253389,1712.30769230769,4.87490066998971,0.00375478889230678,air_conditioner
13230-0-0-27,0.0508030666681833,56.0555953119181,10.2651945496673,23.9835117793498,0.367482700126027,199.230769230769,4.74788836466899,0.00405018573926562,air_conditioner
13230-0-0-3,0.0526856096368001,55.3423007292536,10.9406845830725,23.9001244399884,0.271272475322273,1706.92307692308,4.884107037099,0.00445513899738798,air_conditioner
13230-0-0-6,0.0473564774265467,56.054378495862,7.60208200671351,19.4073060779493,0.352466921227828,96.9230769230769,4.64132094228701,0.00472944669274114,air_conditioner
13230-0-0-7,0.0450360015014844,52.36102195194,7.88094225859303,20.4117440008324,0.18267856451468,102.307692307692,4.61536381020571,0.00469583470969838,air_conditioner
13230-0-0-8,0.0490683971653794,61.212259538599,9.33078353409075,26.4886471088815,0.171059464483895,107.692307692308,4.83729704562787,0.00465558195154275,air_conditioner
13230-0-0-9,0.0502485411713854,59.1678835457174,12.2648634589161,25.4641254125399,0.239245553300325,1706.92307692308,4.85171964962296,0.00442924017097913,air_conditioner
134717-0-0-1,0.0194140798289218,85.7372850760216,4.47384788285939,18.2420039624828,0.274189277745939,199.230769230769,3.63196185731702,0.0147139813730067,air_conditioner
134717-0-0-12,0.0199686053257197,156.587017886283,5.0669801245454,21.3412416695893,0.228329345238641,210,3.70317649348421,0.0144602099758667,air_conditioner
134717-0-0-13,0.0201477597169929,145.998504020091,6.4814178701618,29.4983075622808,0.217107768805456,199.230769230769,3.69635063791074,0.0144753767802522,air_conditioner
134717-0-0-14,0.0201107913505397,107.360066234821,4.34611652564697,30.1098709799494,0.341634129571697,199.230769230769,3.67844089758349,0.0146392083291769,air_conditioner
134717-0-0-16,0.0198434816238781,159.584942733852,4.55147293794678,18.8051563239924,0.353192398980944,204.615384615385,3.66235853556386,0.015520628133559,air_conditioner
134717-0-0-18,0.019394173785447,97.8193104010277,5.26022084882104,25.0561627680641,0.256130616643819,204.615384615385,3.64731735325528,0.0146502140333137,air_conditioner
134717-0-0-20,0.0210577502758409,108.958909178782,8.18543555727657,24.515155626265,0.368116041079873,210,3.79664478150921,0.0130151954949434,air_conditioner
134717-0-0-21,0.0214388088223585,98.6775975710379,7.48093801561182,25.0013574073604,0.302126656018817,215.384615384615,3.83370346355518,0.0135150919784706,air_conditioner
134717-0-0-22,0.0202131652884101,101.798753850548,2.26064852225537,13.0757762190825,0.346791917778392,199.230769230769,3.72646651891077,0.0136157248907864,air_conditioner
134717-0-0-23,0.0189903654749582,89.6653487336616,2.88119612229995,15.5481836849686,0.308247324585521,199.230769230769,3.59647426237633,0.0149721238956438,air_conditioner
134717-0-0-24,0.0188908352575842,98.3571983798602,3.95981331393115,20.4161112424519,0.247243794682134,199.230769230769,3.62043177075666,0.0146850392064606,air_conditioner
134717-0-0-25,0.019365736580483,103.310895497777,5.77806032478214,23.8256105787868,0.233232166604697,188.461538461538,3.66943800666241,0.0143947344648457,air_conditioner
134717-0-0-26,0.0196671709531014,127.671729468006,4.01248966308497,23.7058068863398,0.11939355912147,188.461538461538,3.66019539294179,0.0143462082525083,air_conditioner
134717-0-0-28,0.0200197922946549,78.9895629555433,3.6743921413574,16.9905992741689,0.169309146839742,215.384615384615,3.71404937717997,0.0139352012428101,air_conditioner
134717-0-0-4,0.0191467701022602,103.992488285481,6.00374794546386,26.6942343808894,0.398487209674316,193.846153846154,3.66179295854021,0.0151596858918018,air_conditioner
134717-0-0-5,0.0190074277979366,77.5495827213337,3.56351946391814,17.6494495809443,0.372757579732957,193.846153846154,3.64466548370958,0.0144064971491215,air_conditioner
134717-0-0-6,0.0194339858723966,125.307860254827,4.1989292544718,17.2514642758733,0.12353313191378,204.615384615385,3.63630191929231,0.0148881850792132,air_conditioner
134717-0-0-7,0.0199572304437341,89.9304407552672,5.93271335231853,21.6358876783408,0.394117993155629,210,3.669836894512,0.0148949538755889,air_conditioner
134717-0-0-8,0.0196472649096266,101.728622703257,3.97223826721988,18.0660285458854,0.346423944849228,193.846153846154,3.69164494097443,0.0137802835386185,air_conditioner
134717-0-0-9,0.0191297077792818,111.007199492717,4.82062929930107,18.550636927221,0.24912900011069,188.461538461538,3.66261892786902,0.0147639282755127,air_conditioner
146690-0-0-112,0.0160414273201916,181.513379673856,3.6210273365443,41.677414167123,0.366103045865963,48.4615384615385,2.03344997828561,0.0134588729650312,air_conditioner
146690-0-0-115,0.0147532219353224,152.715623223978,3.31868430470822,33.5610885429385,0.304287268602325,48.4615384615385,2.05816325687556,0.0127553474273033,air_conditioner
146690-0-0-116,0.0153219660346024,129.418523443422,1.97092977992134,33.1892028170457,0.285955126697988,48.4615384615385,2.05716433047189,0.0126067720259678,air_conditioner
146690-0-0-117,0.0149579698110632,198.849618940101,2.66373652557938,51.1741244087169,0.244027343198118,48.4615384615385,2.03822762375798,0.0127417444394958,air_conditioner
146690-0-0-125,0.0160556459226736,176.883834477337,2.75751804195735,50.725312430213,0.235597148083347,48.4615384615385,2.03270627617605,0.0130738385114359,air_conditioner
